"MARCA","MODELO","VERSAO","Álcool
Cidade (km/l)","Álcool
Estrada (km/l)","Gasolina
Cidade (km/l)","Gasolina
Estrada (km/l)","Consumo Energético (MJ/km)","Classificação"
"CHEVROLET","ONIX (MY19)","1.4MT LT 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX (MY19)","1.4MT LTZ 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX JOY","Joy 1.0-8V M-6","8.8","10.3","12.8","14.7","1.58","C"
"CHEVROLET","ONIX JOY","Joy Black 1.0-8V M-6","8.8","10.3","12.8","14.7","1.58","C"
"CHEVROLET","ONIX JOY","JOY 1.0L - 8V M-6","8.8","10.3","12.8","14.7","1.58","C"
"CHEVROLET","ONIX JOY","JOY BLACK 1.0L - 8V M-6","8.8","10.3","12.8","14.7","1.58","C"
"CHEVROLET","ONIX JOY
(MY18)","10MT JOYE 1.0L - 8V M-6","8.8","10.6","12.9","15.3","1.55","C"
"CHEVROLET","ONIX JOY
(MY19)","10MT JOYE 1.0L - 8V M-6","8.7","10.5","12.8","15.2","1.57","C"
"CHEVROLET","ONIX JOY
(MY19)","10MT JOYE 1.0L - 8V M-6","8.7","10.5","12.8","15.2","1.57","C"
"CHEVROLET","ONIX PLUS","LTZ 1.0-12V Turbo M-6","9.6","12.2","13.7"," 17","1.41","B"
"CHEVROLET","ONIX PLUS","3LT 1.0-12V Turbo M-6","9.6","12.2","13.7"," 17","1.41","A"
"CHEVROLET","ONIX PLUS","PR2 1.0-12V Turbo A-6","8.6","10.9"," 12"," 15","1.61","A"
"CHEVROLET","ONIX PLUS","PR1 1.0-12V Turbo A-6","8.6","10.9"," 12"," 15","1.61","A"
"CHEVROLET","ONIX PLUS","LTZ 1.0-12V Turbo A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","4LT 1.0-12V Turbo A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","1LS 1.0-12V Turbo A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","2LT 1.0-12V M-6","10.1","12.5","14.3","17.7","1.34","B"
"CHEVROLET","ONIX PLUS","8LT 1.0-12V M-6","10.1","12.5","14.3","17.7","1.34","B"
"CHEVROLET","ONIX PLUS","5LT 1.0-12V M-6","10.1","12.5","14.3","17.7","1.34","A"
"CHEVROLET","ONIX PLUS","1LT 1.0-12V M-6","10.1","12.5","14.3","17.7","1.34","A"
"CHEVROLET","ONIX PLUS","1LT 1.0 - 12 V M-6","10.1","12.5","14.3","17.7","1.34","B"
"CHEVROLET","ONIX PLUS","2LT 1.0 - 12 V M-6","10.1","12.5","14.3","17.7","1.34","B"
"CHEVROLET","ONIX PLUS","5LT 1.0 - 12 V M-6","10.1","12.5","14.3","17.7","1.34","C"
"CHEVROLET","ONIX PLUS","8LT 1.0 - 12 V M-6","10.1","12.5","14.3","17.7","1.34","C"
"CHEVROLET","ONIX PLUS","3LT 1.0T - 12 V M-6","9.6","12.2","13.7"," 17","1.41","B"
"CHEVROLET","ONIX PLUS","6LT 1.0T - 12 V M-6","9.6","12.2","13.7"," 17","1.41","C"
"CHEVROLET","ONIX PLUS","PR1 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","PR2 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","1LS 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","4LT 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","7LT 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS","PR MID 1.0T - 12 V A-6","8.6","10.9"," 12"," 15","1.61","B"
"CHEVROLET","ONIX PLUS JOY","Plus Joy 1.0-8V M-6","8.7","10.6","12.8","15.3","1.56","B"
"CHEVROLET","ONIX PLUS JOY","Plus Joy Black 1.0-8V M-6","8.7","10.6","12.8","15.3","1.56","B"
"CHEVROLET","ONIX PLUS JOY","JOY 1.0L - 8V M-6","8.7","10.6","12.8","15.3","1.56","C"
"CHEVROLET","ONIX PLUS JOY","JOY BLACK 1.0L - 8V M-6","8.7","10.6","12.8","15.3","1.56","C"
"CHEVROLET","PRISMA JOY
(MY18)","10MT JOYE 1.0L - 8V M-6","8.7","10.9","12.9","15.6","1.54","C"
"CHEVROLET","PRISMA JOY
(MY19)","10MT JOYE 1.0L - 8V M-6","8.7","10.9","12.9","15.6","1.54","C"
"CHEVROLET","PRISMA JOY
(MY19)","10MT JOYE 1.0L - 8V M-6","8.7","10.9","12.9","15.6","1.54","C"
"CHEVROLET","PRISMA
(MY18)","1.0MT LT 1.0L - 8V M-6","8.9","10.8","13.1","15.8","1.52","C"
"CHEVROLET","PRISMA
(MY18)","1.4MT LT / 1.4MT LTZ 1.4L - 8V M-6","8.8","10.7","12.9","15.4","1.55","C"
"CHEVROLET","PRISMA
(MY18)","1.4AT LT / 1.4AT LTZ 1.4L - 8V A-6","8.1","10.2","11.9","14.7","1.66","B"
"CHEVROLET","PRISMA
(MY19)","1.4AT LTZ 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","C"
"CHEVROLET","PRISMA
(MY19)","1.4MT LTZ 1.4L - 8V M-6","8.5","10.5","12.5","15.3","1.59","C"
"CHEVROLET","PRISMA
(MY19)","1.0MT LT 1.0L - 8V M-6","8.9","10.8","13.1","15.8","1.52","C"
"CHEVROLET","PRISMA
(MY19)","1.4AT ADV 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","B"
"CHEVROLET","PRISMA
(MY19)","1.4AT LT 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","C"
"CHEVROLET","PRISMA
(MY19)","1.4MT LT 1.4L - 8V M-6","8.5","10.5","12.5","15.3","1.59","C"
"CHEVROLET","PRISMA
(MY19)","1.4AT LTZ 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","C"
"CHEVROLET","PRISMA
(MY19)","1.4MT LTZ 1.4L - 8V M-6","8.5","10.5","12.5","15.3","1.59","C"
"CHEVROLET","PRISMA
(MY19)","1.0MT LT 1.0L - 8V M-6","8.9","10.8","13.1","15.8","1.52","C"
"CHEVROLET","PRISMA
(MY19)","1.4AT ADV 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","B"
"CHEVROLET","PRISMA
(MY19)","1.4AT LT 1.4L - 8V A-6"," 8"," 10","11.7","14.6","1.69","C"
"CHEVROLET","PRISMA
(MY19)","1.4MT LT 1.4L - 8V M-6","8.5","10.5","12.5","15.3","1.59","C"
"CHEVROLET","S10","LS Flex Cabine Simples 4x2 2.5-16V M-6","5.6"," 6","8.2","8.8","2.64","C"
"CHEVROLET","S10","LS / LT / LTZ Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","ADV Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LT/ LTZ Flex Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1","8.1","9.1","2.66","C"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x2 2.5-16V M-6","5.5","6.4","8.3","9.5","2.56","C"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1"," 8"," 9","2.68","C"
"CHEVROLET","S10","LT / LTZ Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.64","B"
"CHEVROLET","S10","LT / LTZ Flex Cabine Dupla 4x4 2.5-16V A-6"," 5","6.2","7.4"," 9","2.79","A"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.8","9.5","2.65","A"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x4 2.5-16V A-6","5.1","6.2","7.5","9.1","2.76","B"
"CHEVROLET","S10","LS Flex Cabine Simples 4x2 2.5-16V M-6","5.6"," 6","8.2","8.8","2.64","C"
"CHEVROLET","S10","LS Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","B"
"CHEVROLET","S10","ADV Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LT Flex Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1","8.1","9.1","2.66","B"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x2 2.5-16V M-6","5.5","6.4","8.3","9.5","2.56","C"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1"," 8"," 9","2.68","C"
"CHEVROLET","S10","LT Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.64","B"
"CHEVROLET","S10","LT Flex Cabine Dupla 4x4 2.5-16V A-6"," 5","6.2","7.4"," 9","2.79","B"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.8","9.5","2.65","A"
"CHEVROLET","S10","High Country Flex Cabine Dupla 4x4 2.5-16V A-6","5.1","6.2","7.5","9.1","2.76","B"
"CHEVROLET","S10","LT Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","B"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1","8.1","9.1","2.66","B"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.64","B"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x4 2.5-16V A-6"," 5","6.2","7.4"," 9","2.79","B"
"CHEVROLET","S10","ADV 4x2
(Cabine Dupla) 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","B"
"CHEVROLET","S10","High Country Cabine Dupla 2.5-16V M-6","5.5","6.4","8.3","9.5","2.56","B"
"CHEVROLET","S10","High Country Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.8","9.5","2.65","B"
"CHEVROLET","S10","High Country Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1"," 8"," 9","2.68","C"
"CHEVROLET","S10","High Country Cabine Dupla 4x4 2.5-16V A-6","5.1","6.2","7.5","9.1","2.76","C"
"CHEVROLET","S10","LS Cabine Simples 4x2 2.5-16V M-6","5.6"," 6","8.2","8.8","2.64","C"
"CHEVROLET","S10","LS Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LT Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LTZ Cabine Dupla 4x2 2.5-16V M-6","5.6","6.4","8.4","9.5","2.53","C"
"CHEVROLET","S10","LTZ Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.64","C"
"CHEVROLET","S10","LT Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.64","C"
"CHEVROLET","S10","LT Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1","8.1","9.1","2.66","C"
"CHEVROLET","S10","LTZ Cabine Dupla 4x4 2.5-16V M-6","5.3","6.1","8.1","9.1","2.66","C"
"CHEVROLET","S10","LT Cabine Dupla 4x4 2.5-16V A-6"," 5","6.2","7.4"," 9","2.79","C"
"CHEVROLET","S10","LTZ Cabine Dupla 4x4 2.5-16V A-6"," 5","6.2","7.4"," 9","2.79","C"
"CHEVROLET","S10","LT Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.4","7.9","9.4","2.63","B"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x2 2.5-16V A-6","5.3","6.5","7.7","9.5","2.65","B"
"CHEVROLET","S10","LTZ Flex Cabine Dupla 4x4 2.5-16V A-6","5.1","6.2","7.5","9.1","2.76","B"
"CHEVROLET","S10 (modelo
2017)","LS / LT / LTZ Flex Cabine Dupla 4x2 2.5 - 16V M-6","5.6","6.4","8.4","9.5","2.53","B"
"CHEVROLET","S10 (modelo
2017)","LT/ LTZ Flex Cabine Dupla 4x4 2.5 - 16V M-6","5.3","6.1","8.1","9.1","2.66","B"
"CHEVROLET","S10 (modelo
2017)","LS Flex Cabine Simples 4x2 2.5 - 16V M-6","5.6"," 6","8.2","8.8","2.64","B"
"CHEVROLET","S10 (modelo
2017)","High Country Flex Cabine Dupla 4x2 2.5 - 16V M-6","5.5","6.4","8.3","9.5","2.56","B"
"CHEVROLET","S10 (modelo
2017)","High Country Flex Cabine Dupla 4x4 2.5 - 16V M-6","5.3","6.1"," 8"," 9","2.68","A"
"CHEVROLET","SPIN","LT 1.8-8V M-6","7.8","9.1","11.3"," 13","1.8","B"
"CHEVROLET","SPIN","LS 1.8-8V M-6","7.8","9.1","11.3"," 13","1.8","B"
"CHEVROLET","SPIN","LT 1.8-8V A-6","7.2","8.9","10.6","12.8","1.91","B"
"CHEVROLET","SPIN","LS2 1.8-8V M-6","7.8","8.9"," 11","12.6","1.84","B"
"CHEVROLET","SPIN","Premier (7L) 1.8-8V A-6","7.1","8.7","10.2","12.4","1.97","C"
"CHEVROLET","SPIN","Premier (7L) 1.8-8V M-6","7.7"," 9","11.1","12.7","1.84","C"
"CHEVROLET","SPIN","AT ACT (7L) 1.8-8V A-6","7.1","8.3","10.2","11.8"," 2","C"
"CHEVROLET","SPIN","1.8L MT LT  (5L) 1.8L-8V M-6","7.8","9.1","11.3"," 13","1.8","C"
"CHEVROLET","SPIN","1.8L MT LS E  (5L) 1.8L-8V M-6","7.8","9.1","11.3"," 13","1.8","B"
"CHEVROLET","SPIN","AT ACT (5L) 1.8L-8V A-6","7.1","8.3","10.2","11.8"," 2","B"
"CHEVROLET","SPIN","AT LT (5L) 1.8L-8V A-6","7.2","8.9","10.6","12.8","1.91","B"
"CHEVROLET","SPIN","MT LS2 1.8L-8V M-6","7.8","8.9"," 11","12.6","1.84","C"
"CHEVROLET","SPIN","1.8L AT PREMIER  (7L) 1.8L-8V A-6","7.1","8.7","10.2","12.4","1.97","B"
"CHEVROLET","SPIN","1.8L MT PREMIER  (7L) 1.8L-8V M-6","7.7"," 9","11.1","12.7","1.84","B"
"CHEVROLET","SPIN","AT ACT7 (7L) 1.8L-8V A-6","7.1","8.3","10.2","11.8"," 2","B"
"CHEVROLET","SPIN (MY17)","1.8L MT LTZ  (7L) 1.8L-8V M-6","8.1","9.4","11.8","13.7","1.73","C"
"CHEVROLET","SPIN (MY17)","1.8L AT LTZ  (7L) 1.8L-8V A-6","7.5","9.2","10.9","13.1","1.85","C"
"CHEVROLET","SPIN (MY18)","1.8L MT LT  (5L) 1.8L-8V M-6","8.1","9.4","11.8","13.7","1.73","C"
"CHEVROLET","SPIN (MY18)","1.8L MT LS E  (5L) 1.8L-8V M-6","8.1","9.4","11.8","13.7","1.73","B"
"CHEVROLET","SPIN (MY18)","1.8L AT LT ADV  (5L) 1.8L-8V A-6","7.5","9.2","10.9","13.1","1.85","C"
"CHEVROLET","SPIN (MY18)","1.8L AT ACT  (5L) 1.8L-8V A-6","6.9","8.4","10.1"," 12","2.01","B"
"CHEVROLET","SPIN (MY18)","1.8L MT LTZ  (7L) 1.8L-8V M-6","8.1","9.4","11.8","13.7","1.73","C"
"CHEVROLET","SPIN (MY18)","1.8L AT LTZ  (7L) 1.8L-8V A-6","7.5","9.2","10.9","13.1","1.85","C"
"CHEVROLET","SPIN (MY19)","1.8L MT LT  (5L) 1.8L-8V M-6"," 8","9.3","11.7","13.6","1.74","C"
"CHEVROLET","SPIN (MY19)","1.8L MT LS E  (5L) 1.8L-8V M-6"," 8","9.3","11.7","13.6","1.74","B"
"CHEVROLET","SPIN (MY19)","AT ACT (5L) 1.8L-8V A-6"," 7","8.3","10.3"," 12"," 2","B"
"CHEVROLET","SPIN (MY19)","AT LT (5L) 1.8L-8V A-6","7.3"," 9","10.7","13.1","1.88","B"
"CHEVROLET","SPIN (MY19)","1.8L AT LTZ  (7L) 1.8L-8V A-6","7.2","8.9","10.6","12.8","1.91","C"
"CHEVROLET","SPIN (MY19)","1.8L MT LTZ  (7L) 1.8L-8V M-6","7.8"," 9","11.4","13.2","1.8","C"
"CHEVROLET","SPIN (MY19)","AT ACT7 (7L) 1.8L-8V A-6"," 7","8.3","10.3"," 12"," 2","B"
"CHEVROLET","SPIN (MY19)","1.8L MT LT  (5L) 1.8L-8V M-6"," 8","9.3","11.7","13.6","1.74","C"
"CHEVROLET","SPIN (MY19)","1.8L MT LS E  (5L) 1.8L-8V M-6"," 8","9.3","11.7","13.6","1.74","B"
"CHEVROLET","SPIN (MY19)","AT ACT (5L) 1.8L-8V A-6"," 7","8.3","10.3"," 12"," 2","B"
"CHEVROLET","SPIN (MY19)","AT LT (5L) 1.8L-8V A-6","7.3"," 9","10.7","13.1","1.88","B"
"CHEVROLET","SPIN (MY19)","1.8L AT LTZ  (7L) 1.8L-8V A-6","7.2","8.9","10.6","12.8","1.91","C"
"CHEVROLET","SPIN (MY19)","1.8L MT LTZ  (7L) 1.8L-8V M-6","7.8"," 9","11.4","13.2","1.8","C"
"CHEVROLET","SPIN (MY19)","AT ACT7 (7L) 1.8L-8V A-6"," 7","8.3","10.3"," 12"," 2","B"
"CHEVROLET","TRACKER","LT / LTZ 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","TRACKER","PREMIER 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","TRACKER","T 1.0T - 12 V M-6"," 9","10.4"," 13","14.8","1.55","B"
"CHEVROLET","TRACKER","T A 1.0T - 12 V A-6","8.2","9.6","11.9","13.7","1.7","B"
"CHEVROLET","TRACKER","T A LT 1.0T - 12 V A-6","8.2","9.6","11.9","13.7","1.7","B"
"CHEVROLET","TRACKER","12T A PR 1.2T - 12 V A-6","7.7","9.4","11.2","13.5","1.8","B"
"CHEVROLET","TRACKER","T A LTZ 1.0T - 12 V A-6","8.1","9.4","11.7","13.5","1.74","B"
"CHEVROLET","TRACKER","T A PR 1.0T - 12 V A-6","8.1","9.4","11.7","13.5","1.74","B"
"CHEVROLET","TRACKER (MY19)","LT 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","TRACKER (MY19)","LTZ 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","C"
"CHEVROLET","TRACKER (MY19)","PREMIER 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","TRACKER (MY19)","LT 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","TRACKER (MY19)","MIDNIGHT 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","C"
"CHEVROLET","TRACKER (MY19)","PREMIER 1.4T -
16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","Classic","LS 1.0-8V M-5","7.3","8.6","10.8","12.5","1.91","B"
"CHEVROLET","ONIX","LS 1.0-8V M-5","7.8","9.2","11.5","13.5","1.77","B"
"CHEVROLET","ONIX","LT 1.0-8V M-5","7.8","9.2","11.5","13.5","1.77","B"
"CHEVROLET","ONIX JOY (2017)","Joy 1.0-8V M-6","8.9","10.6","12.9","15.3","1.55","C"
"CHEVROLET","ONIX","LT 1.4-8V A-6","6.9","8.5","9.9","12.2","2.02","C"
"CHEVROLET","ONIX","LTZ 1.4-8V A-6","6.9","8.5","9.9","12.2","2.02","B"
"CHEVROLET","ONIX","LT 1.4-8V M-5","7.9","9.6","11.5","13.6","1.75","C"
"CHEVROLET","ONIX","LTZ 1.4-8V M-5","7.9","9.6","11.5","13.6","1.75","C"
"CHEVROLET","ONIX","EFF 1.4-8V M-5","7.9","9.6","11.5","13.6","1.75","C"
"CHEVROLET","Novo Onix (2017)","LS 1.0-8V M-6","8.8","10.5","12.9","15.3","1.56","D"
"CHEVROLET","Novo Onix (2017)","LT 1.0-8V M-6","8.8","10.5","12.9","15.3","1.56","D"
"CHEVROLET","Novo Onix (2017)","ACT 1.4-8V M-6","8.3","9.4","12.4","13.8","1.68","D"
"CHEVROLET","Novo Onix (2017)","ACT 1.4-8V A-6","7.7","8.6","11.2","12.6","1.85","B"
"CHEVROLET","Novo Onix (2017)","LT 1.4-8V M-6","8.6","10.2","12.5","14.9","1.6","B"
"CHEVROLET","Novo Onix (2017)","LTZ 1.4-8V M-6","8.6","10.2","12.5","14.9","1.6","B"
"CHEVROLET","Novo Onix (2017)","EFF 1.4-8V M-6","8.6","10.2","12.5","14.9","1.6","B"
"CHEVROLET","Novo Onix (2017)","LT 1.4-8V A-6","7.9","9.6","11.7","13.9","1.73","C"
"CHEVROLET","Novo Onix (2017)","LTZ 1.4-8V A-6","7.9","9.6","11.7","13.9","1.73","B"
"CHEVROLET","Cobalt (2017)","LT 1.4-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","Cobalt (2017)","LTZ 1.4-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","Cobalt (2017)","LTZ 1.8-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","Cobalt (2017)","LTZ 1.8-8V A-6","7.6"," 10","11.1","14.4","1.76","B"
"CHEVROLET","Cobalt (2017)","ELITE 1.8-8V A-6","7.6"," 10","11.1","14.4","1.76","B"
"CHEVROLET","Prisma","LT 1.0-8V M-5","7.8","9.2","11.5","13.5","1.77","B"
"CHEVROLET","Prisma","LT 1.4-8V A-6","6.9","8.5","9.9","12.2","2.02","C"
"CHEVROLET","Prisma","LTZ 1.4-8V A-6","6.9","8.5","9.9","12.2","2.02","B"
"CHEVROLET","Prisma","ADV 1.4-8V A-6","6.9","8.5","9.9","12.2","2.02","C"
"CHEVROLET","Prisma","LT 1.4-8V M-5","7.9","9.6","11.5","13.6","1.75","C"
"CHEVROLET","Prisma","LTZ 1.4-8V M-5","7.9","9.6","11.5","13.6","1.75","C"
"CHEVROLET","Novo Prisma (2017)","LT 1.0-8V M-6","8.9","10.8","13.1","15.8","1.52","D"
"CHEVROLET","Prisma Joy (2017)","Joy 1.0-8V M-6","8.7","10.9","12.9","15.6","1.54","C"
"CHEVROLET","Novo Prisma (2017)","LT 1.4-8V M-6","8.8","10.7","12.9","15.4","1.55","B"
"CHEVROLET","Novo Prisma (2017)","LTZ 1.4-8V M-6","8.8","10.7","12.9","15.4","1.55","B"
"CHEVROLET","Novo Prisma (2017)","LT 1.4-8V A-6","8.1","10.2","11.9","14.7","1.66","C"
"CHEVROLET","Novo Prisma (2017)","LTZ 1.4-8V A-6","8.1","10.2","11.9","14.7","1.66","B"
"CHEVROLET","SPIN","Activ (5L) 1.8-8V A-6","5.9","7.5"," 9","10.9","2.3","D"
"CHEVROLET","SPIN","LT (5L) 1.8-8V A-6","5.9","7.4","8.9","10.8","2.32","D"
"CHEVROLET","SPIN","LT Advantage (5L) 1.8-8V A-6","5.9","7.4","8.9","10.8","2.32","D"
"CHEVROLET","SPIN","(5L) 1.8-8V M-5","6.5","7.4","9.2","10.8","2.22","B"
"CHEVROLET","SPIN","LT (5L) 1.8-8V M-5","6.5","7.4","9.2","10.8","2.22","B"
"CHEVROLET","SPIN","LT Advantage (5L) 1.8-8V M-5","6.5","7.4","9.2","10.8","2.22","B"
"CHEVROLET","SPIN (2017)","(5L) 1.8-8V M-5","6.8","7.5","9.7","10.8","2.15","B"
"CHEVROLET","SPIN (2017)","LT (5L) 1.8-8V M-6","8.1","9.4","11.8","13.7","1.73","B"
"CHEVROLET","SPIN (2017)","LS (5L) 1.8-8V M-6","8.1","9.4","11.8","13.7","1.73","B"
"CHEVROLET","SPIN (2017)","LT ADV (5L) 1.8-8V A-6","7.5","9.2","10.9","13.1","1.85","B"
"CHEVROLET","SPIN (2017)","ACT (5L) 1.8-8V A-6","6.9","8.4","10.1"," 12","2.01","B"
"CHEVROLET","CRUZE Sedan","LT NB 1.8-16V A-6","6.1","7.3","9.1","10.8","2.29","B"
"CHEVROLET","CRUZE Sedan","LTZ NB 1.8-16V A-6","6.1","7.3","9.1","10.8","2.29","C"
"CHEVROLET","CRUZE Sport 6","LT HB 1.8-16V A-6","6.1","7.3","9.1","10.8","2.29","B"
"CHEVROLET","CRUZE Sport 6","LTZ HB 1.8-16V A-6","6.1","7.3","9.1","10.8","2.29","B"
"CHEVROLET","Novo Cruze Hatch Turbo","LT HB 1.4-16V A-6","7.6","9.3","11.3","13.6","1.8","B"
"CHEVROLET","Novo Cruze Hatch Turbo","LTZ HB 1.4-16V A-6","7.6","9.3","11.3","13.6","1.8","B"
"CHEVROLET","Novo Cruze Hatch Turbo","LT HB 1.4-16V M-6"," 8","9.2","11.7","13.5","1.76","B"
"CHEVROLET","Novo Cruze Turbo","LT NB 1.4-16V A-6","7.6","9.6","11.2"," 14","1.77","B"
"CHEVROLET","Novo Cruze Turbo","LTZ NB 1.4-16V A-6","7.6","9.6","11.2"," 14","1.77","B"
"CHEVROLET","Nova Tracker (2017)","LT 1.4T-16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","Nova Tracker (2017)","LTZ 1.4T-16V A-6","7.3","8.2","10.6","11.7","1.97","B"
"CHEVROLET","SPIN","LTZ (7L) 1.8-8V A-6","5.9","7.4","8.9","10.8","2.32","B"
"CHEVROLET","SPIN","LTZ (7L) 1.8-8V M-5","6.5","7.4","9.2","10.8","2.22","B"
"CHEVROLET","SPIN (2017)","LTZ (7L) 1.8-8V M-6","8.1","9.4","11.8","13.7","1.73","B"
"CHEVROLET","SPIN (2017)","LTZ (7L) 1.8-8V A-6","7.5","9.2","10.9","13.1","1.85","B"
"CHEVROLET","MONTANA","LS 1.4-8V M-5","7.1","8.3","10.4"," 12","1.99","B"
"CHEVROLET","MONTANA","Sport 1.4-8V M-5","7.1","8.3","10.4"," 12","1.99","C"
"CHEVROLET","MONTANA (2017)","LS1 1.4-8V M-5","7.9","9.2","11.7","13.4","1.76","C"
"CHEVROLET","MONTANA (2017)","LS2 1.4-8V M-5","7.5","8.4","11.3","12.6","1.87","C"
"CHEVROLET","MONTANA (2017)","Sport 1.4-8V M-5","7.5","8.4","11.3","12.6","1.87","C"
"CHEVROLET","S10","High Country Cabine Dupla 4x4 2.5-16V M-6","5.1","5.5","7.4","8.2","2.9","C"
"CHEVROLET","S10","High Country Cabine Dupla 4x2 2.5-16V M-6","5.1","5.5","7.4","8.2","2.9","B"
"CHEVROLET","S10","LS 2.4-8V M-5","4.8","5.5"," 7","7.9","3.03","B"
"CHEVROLET","S10","Advantage Cabine Dupla 4x2 2.4-8V M-5","4.8","5.5"," 7","7.9","3.03","B"
"CHEVROLET","S10","LS 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","B"
"CHEVROLET","S10","LT 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","B"
"CHEVROLET","S10","LTZ 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","C"
"CHEVROLET","S10","L Free Ride Advantage Cabine Dupla 4x2 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","C"
"CHEVROLET","S10","LS 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","B"
"CHEVROLET","S10","LT 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","B"
"CHEVROLET","S10","LTZ 2.5-16V M-6","4.9","5.5","7.2","8.2","2.97","C"
